"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.767363026E1,6.308000088E-1,1.458799958E0,-5.805999637E-1,1.692070414E0
1.768361151E1,4.928999841E-1,1.356899977E0,-8.650999665E-1,1.683010961E0
1.769361307E1,3.852999806E-1,1.341799974E0,-1.090999961E0,1.771768653E0
1.770361307E1,3.974999785E-1,1.256500006E0,-1.238399982E0,1.808433857E0
1.771361307E1,2.565999925E-1,1.149500012E0,-1.415300012E0,1.841268030E0
1.772363026E1,2.368000001E-1,1.069599986E0,-1.513899922E0,1.868692416E0
1.773361307E1,2.180999964E-1,1.006799936E0,-1.455699921E0,1.783332829E0
1.774361151E1,2.456999868E-1,9.796999693E-1,-1.309599996E0,1.653853882E0
1.775361307E1,2.088999897E-1,8.987999558E-1,-1.232599974E0,1.539734802E0
1.776361151E1,1.447999924E-1,6.956999898E-1,-1.195500016E0,1.390750086E0
1.777363338E1,9.119999409E-2,4.702000022E-1,-1.021499991E0,1.128214392E0
1.778361307E1,9.839999676E-2,2.143999934E-1,-8.675000072E-1,8.990028804E-1
1.779361151E1,7.159999758E-2,-5.959999934E-2,-7.427999973E-1,7.486190991E-1
1.780361463E1,1.210999936E-1,-3.407000005E-1,-5.785999894E-1,6.822900018E-1
1.781361151E1,8.240000159E-2,-5.588999987E-1,-4.139999747E-1,7.003962791E-1
1.782363026E1,8.439999819E-2,-7.432999611E-1,-1.999000013E-1,7.743243522E-1
1.783361463E1,2.054999918E-1,-8.459999561E-1,-3.449999914E-2,8.712843522E-1
1.784361307E1,4.064999819E-1,-9.767999649E-1,-3.570000082E-2,1.058609889E0
1.785361151E1,4.809999764E-1,-1.195500016E0,-2.328999937E-1,1.309512762E0
1.786361307E1,4.870999753E-1,-1.345299959E0,-3.809999824E-1,1.480628026E0
1.787363026E1,6.087999940E-1,-1.416599989E0,-5.095999837E-1,1.623910436E0
1.788361307E1,7.191999555E-1,-1.497699976E0,-7.264999747E-1,1.813327330E0
1.789361463E1,8.101999760E-1,-1.567199945E0,-8.842999935E-1,1.973455383E0
1.790361463E1,9.322999716E-1,-1.605799913E0,-9.929999709E-1,2.105665107E0
1.791361463E1,9.914000034E-1,-1.579599977E0,-1.110899925E0,2.170739205E0
1.792363182E1,1.078199983E0,-1.442600012E0,-1.159699917E0,2.142081673E0
1.793361307E1,1.128700018E0,-1.293900013E0,-1.169099927E0,2.077242310E0
1.794361307E1,1.164299965E0,-1.114300013E0,-1.197499990E0,2.007801074E0
1.795361151E1,1.224900007E0,-8.968999982E-1,-1.275200009E0,1.982661014E0
1.796361151E1,1.250800014E0,-7.392999530E-1,-1.332700014E0,1.971586778E0
1.797363026E1,1.245299935E0,-6.128000021E-1,-1.400499940E0,1.971724081E0
1.798361151E1,1.199899912E0,-5.565999746E-1,-1.360099912E0,1.897217726E0
1.799361463E1,1.131899953E0,-5.977999568E-1,-1.192700028E0,1.749598711E0
1.800361307E1,1.074199915E0,-6.696999669E-1,-9.070999622E-1,1.557316231E0
1.801361463E1,9.783999920E-1,-7.506999969E-1,-6.119999886E-1,1.376721110E0
1.802363026E1,8.865999579E-1,-6.773999929E-1,-4.339999855E-1,1.197199325E0
1.803361151E1,8.035999537E-1,-5.245000124E-1,-4.426999986E-1,1.056814287E0
1.804361463E1,7.229999900E-1,-3.436999917E-1,-6.173999906E-1,1.010960641E0
1.805361307E1,6.078000069E-1,-1.594000012E-1,-8.222000003E-1,1.034814983E0
1.806361307E1,5.442999601E-1,-2.960000001E-2,-8.499000072E-1,1.009687392E0
1.807363026E1,5.044999719E-1,-6.219999865E-2,-5.546000004E-1,7.523099241E-1
1.808361307E1,5.472999811E-1,-1.233999953E-1,9.389999509E-2,5.688427175E-1
1.809361151E1,5.848000050E-1,-8.850000054E-2,8.892999887E-1,1.068025171E0
1.810361307E1,6.392999887E-1,-2.600000007E-3,1.587199926E0,1.711115087E0
1.811361151E1,5.004000068E-1,-1.096999943E-1,1.961299896E0,2.027099292E0
1.812363026E1,3.603999913E-1,-4.077000022E-1,2.454200029E0,2.513802942E0
1.813361307E1,4.447000027E-1,-4.998999834E-1,2.838500023E0,2.916288817E0
1.814361151E1,5.487999916E-1,-4.023000002E-1,3.007599831E0,3.083615323E0
1.815361463E1,6.413999796E-1,-1.712999940E-1,2.989199877E0,3.062034214E0
1.816361151E1,7.489999533E-1,1.965999901E-1,2.725800037E0,2.833661647E0
1.817363026E1,8.665999770E-1,5.133999586E-1,2.373699903E0,2.578570586E0
1.818361151E1,8.052999973E-1,7.631999850E-1,1.924699903E0,2.221587725E0
1.819361151E1,7.095999718E-1,9.221999645E-1,1.573399901E0,1.956929264E0
1.820361307E1,5.819999576E-1,1.009199977E0,1.537099957E0,1.928700294E0
1.821361307E1,5.097000003E-1,9.835999608E-1,1.685899973E0,2.017305552E0
1.822363182E1,3.662000000E-1,7.888999581E-1,1.825099945E0,2.021745630E0
1.823361307E1,6.969999522E-2,6.123999953E-1,1.943199992E0,2.038606890E0
1.824361463E1,-7.329999655E-2,5.625000000E-1,1.961899996E0,2.042261181E0
1.825361307E1,-2.926000059E-1,4.811999798E-1,1.774099946E0,1.861343279E0
1.826361151E1,-4.623000026E-1,4.192999899E-1,1.408199906E0,1.540311900E0
1.827363026E1,-4.840999842E-1,5.031999946E-1,9.157999754E-1,1.151630420E0
1.828361463E1,-4.238999784E-1,6.437000036E-1,3.247999847E-1,8.363826376E-1
1.829361151E1,-3.463000059E-1,8.722999692E-1,-3.136999905E-1,9.895648611E-1
1.830361151E1,-3.299999833E-1,1.004999995E0,-8.639999628E-1,1.365804128E0
1.831361307E1,-2.581999898E-1,1.083400011E0,-1.354699969E0,1.753748792E0
1.832363182E1,-1.670999974E-1,1.165099978E0,-1.776399970E0,2.130956880E0
1.833361151E1,-1.110999957E-1,1.237299919E0,-2.031199932E0,2.380971958E0
1.834361463E1,1.480000000E-2,1.311499953E0,-2.011100054E0,2.400994501E0
1.835361307E1,3.700000001E-3,1.235099912E0,-1.814799905E0,2.195218480E0
1.836361151E1,-2.939999849E-2,1.086099982E0,-1.609200001E0,1.941649344E0
1.837363182E1,1.559999958E-2,9.527999759E-1,-1.335399985E0,1.640537800E0
1.838361307E1,3.819999844E-2,8.486999869E-1,-1.121500015E0,1.406951738E0
1.839361307E1,-9.339999408E-2,6.772999763E-1,-1.054399967E0,1.256669450E0
1.840361307E1,-2.642000020E-1,5.054000020E-1,-1.047099948E0,1.192329277E0
1.841361307E1,-3.835999966E-1,4.007999897E-1,-9.211999774E-1,1.075359934E0
1.842363026E1,-4.433999956E-1,3.285999894E-1,-7.468000054E-1,9.285966601E-1
1.843361151E1,-4.623999894E-1,2.554999888E-1,-5.322999954E-1,7.499581852E-1
1.844361151E1,-4.578999877E-1,1.281999946E-1,-3.179999888E-1,5.720416333E-1
1.845361151E1,-4.814999998E-1,-3.019999899E-2,-1.224999949E-1,4.977555007E-1
1.846361151E1,-5.475000143E-1,-1.814000010E-1,3.370000049E-2,5.777524696E-1
1.847363026E1,-6.067999601E-1,-3.251000047E-1,7.289999723E-2,6.922503985E-1
1.848361463E1,-6.703999639E-1,-3.790999949E-1,1.712999940E-1,7.889845408E-1
1.849361151E1,-7.013999820E-1,-4.875999987E-1,1.814000010E-1,8.732821158E-1
1.850361151E1,-6.904999614E-1,-5.266000032E-1,1.330000013E-1,8.785139500E-1
1.851361307E1,-6.561999917E-1,-5.271999836E-1,-8.249999583E-2,8.457804095E-1
1.852363182E1,-5.934000015E-1,-5.200999975E-1,-4.060999751E-1,8.874371860E-1
1.853361151E1,-4.754999876E-1,-4.930000007E-1,-7.102999687E-1,9.867498591E-1
1.854361463E1,-3.998000026E-1,-4.065999985E-1,-8.380999565E-1,1.013693809E0
1.855361307E1,-3.542999923E-1,-3.371999860E-1,-8.381999731E-1,9.704697368E-1
1.856361307E1,-2.427999973E-1,-3.034999967E-1,-7.890999913E-1,8.796265588E-1
1.857363182E1,-1.488000005E-1,-2.594999969E-1,-6.811000109E-1,7.438944235E-1
1.858361307E1,-6.599999964E-3,-2.506999969E-1,-5.138999820E-1,5.718279811E-1
1.859361151E1,7.959999889E-2,-2.353999913E-1,-3.761999905E-1,4.508611189E-1
1.860361463E1,1.369999945E-1,-2.395000011E-1,-2.581999898E-1,3.778842200E-1
1.861361463E1,2.142999917E-1,-2.583000064E-1,-1.306999922E-1,3.601747738E-1
1.862363182E1,3.185999990E-1,-2.822999954E-1,-6.260000169E-2,4.302534218E-1
1.863361307E1,4.124999940E-1,-3.281999826E-1,-1.613999903E-1,5.512906952E-1
1.864361307E1,4.421999753E-1,-4.019999802E-1,-3.003999889E-1,6.688684142E-1
1.865361151E1,4.636999965E-1,-4.135999978E-1,-4.291999936E-1,7.551789718E-1
1.866361151E1,5.102999806E-1,-4.311999977E-1,-5.291999578E-1,8.522863976E-1
1.867363026E1,5.812999606E-1,-4.323999882E-1,-6.283999681E-1,9.590442711E-1
1.868361307E1,6.405999660E-1,-4.563999772E-1,-6.690999866E-1,1.032649044E0
1.869361307E1,7.432000041E-1,-4.844999909E-1,-6.503999829E-1,1.100048465E0
1.870361307E1,8.337999582E-1,-4.770999849E-1,-6.319999695E-1,1.149900312E0
1.871361307E1,8.380999565E-1,-4.169999957E-1,-7.308999896E-1,1.187651181E0
1.872363182E1,9.178999662E-1,-3.033999801E-1,-9.283999801E-1,1.340342650E0
1.873361463E1,9.316999912E-1,-2.538000047E-1,-1.184299946E0,1.528085625E0
1.874361307E1,8.234999776E-1,-3.039999902E-1,-1.224599957E0,1.506722689E0
1.875361307E1,7.245999575E-1,-3.370999992E-1,-9.702999592E-1,1.257045552E0
1.876361151E1,6.708999872E-1,-4.244999886E-1,-3.925999999E-1,8.856871869E-1
1.877363026E1,6.882999539E-1,-5.185999870E-1,3.129000068E-1,9.168474177E-1
1.878361307E1,6.216999888E-1,-5.390999913E-1,9.496999979E-1,1.256610426E0
1.879361307E1,7.416999936E-1,-7.096999884E-1,1.429899931E0,1.760229180E0
1.880361151E1,7.501999736E-1,-8.198999763E-1,1.654899955E0,1.993421639E0
1.881361151E1,8.035999537E-1,-7.064999938E-1,1.605700016E0,1.929556340E0
1.882363338E1,8.234999776E-1,-4.782999754E-1,1.223599911E0,1.550522435E0
1.883361307E1,7.527999878E-1,-9.229999781E-2,6.064999700E-1,9.711175649E-1
1.884361151E1,6.762999892E-1,3.480999768E-1,2.009999938E-2,7.608937371E-1
1.885361151E1,5.478999615E-1,7.062999606E-1,-2.425999939E-1,9.262336418E-1
1.886361307E1,5.579999685E-1,1.081599951E0,-2.685999870E-1,1.246341996E0
1.887363651E1,4.677999914E-1,1.276600003E0,1.259000003E-1,1.365428581E0
1.888361463E1,1.871999949E-1,1.167299986E0,4.919999838E-1,1.280506571E0
1.889361151E1,1.714999974E-1,1.000699997E0,6.800999641E-1,1.222026470E0
1.890361307E1,1.882999986E-1,9.460999966E-1,8.683999777E-1,1.297952470E0
1.891361307E1,1.665999889E-1,9.116999507E-1,1.085399985E0,1.427251024E0
1.892363026E1,1.633999944E-1,7.791000009E-1,1.440599918E0,1.645911448E0
1.893361307E1,2.224999964E-1,5.532000065E-1,1.942499995E0,2.031955395E0
1.894361620E1,3.358999789E-1,3.809999824E-1,2.504699945E0,2.555682218E0
1.895364432E1,4.592999816E-1,3.461999893E-1,2.840600014E0,2.898244183E0
1.896361463E1,5.762000084E-1,4.411999881E-1,2.824899912E0,2.916628772E0
1.897363963E1,6.316999793E-1,6.995999813E-1,2.337199926E0,2.520116762E0
1.898361463E1,5.383999944E-1,1.036100030E0,1.517199993E0,1.914490440E0
1.899361307E1,4.165999889E-1,1.282499909E0,7.938999534E-1,1.564812674E0
1.900361463E1,3.874999881E-1,1.538299918E0,3.260000050E-2,1.586690152E0
1.901361307E1,3.946000040E-1,1.753299952E0,-4.356999993E-1,1.849217232E0
1.902363963E1,4.018999934E-1,1.885399938E0,-6.973999739E-1,2.050030062E0
1.903361151E1,3.901999891E-1,1.907299995E0,-7.937999964E-1,2.102419496E0
1.904361463E1,3.660999835E-1,1.810400009E0,-7.725999951E-1,2.002120911E0
1.905361151E1,1.938999891E-1,1.781899929E0,-7.330999970E-1,1.936543356E0
1.906361307E1,2.586999834E-1,1.862399936E0,-5.378000140E-1,1.955680970E0
1.907363963E1,2.063999921E-1,1.802599907E0,-4.606999755E-1,1.871954019E0
1.908361307E1,1.242999956E-1,1.603799939E0,-4.438000023E-1,1.668707037E0
1.909361151E1,2.899999917E-2,1.370899916E0,-3.673999906E-1,1.419573997E0
1.910361307E1,8.229999989E-2,1.207099915E0,-2.626999915E-1,1.238093203E0
1.911361151E1,5.619999766E-2,1.139599919E0,-1.667999923E-1,1.153112594E0
1.912363651E1,-5.599999800E-3,1.120399952E0,-3.399999812E-3,1.120419106E0
1.913361463E1,-3.999999911E-2,1.070199966E0,2.369999886E-2,1.071209437E0
1.914361307E1,-4.099999741E-2,8.317999840E-1,2.019999921E-2,8.330547720E-1
1.915361307E1,-7.360000163E-2,5.352999568E-1,-2.119999938E-2,5.407517397E-1
1.916361307E1,-5.200000014E-3,3.464999795E-1,-4.399999976E-2,3.493211642E-1
1.917363963E1,5.040000007E-2,2.478999943E-1,-2.639999986E-2,2.543452912E-1
1.918361151E1,8.999999613E-2,1.305999905E-1,-8.789999783E-2,1.813360594E-1
1.919361307E1,9.739999473E-2,2.389999852E-2,-1.777999997E-1,2.041342911E-1
1.920361151E1,1.961999983E-1,-2.169999853E-2,-2.290999889E-1,3.024105391E-1
1.921361151E1,2.709999979E-1,-8.739999682E-2,-3.481999934E-1,4.498032833E-1
1.922363963E1,4.538999796E-1,-2.096999884E-1,-5.267999768E-1,7.263039943E-1
1.923361307E1,4.566999972E-1,-3.816999793E-1,-6.164000034E-1,8.568656405E-1
1.924361307E1,6.117999554E-1,-3.826999962E-1,-5.593999624E-1,9.130645051E-1
1.925361307E1,7.350999713E-1,-4.147999883E-1,-5.604999661E-1,1.013208374E0
1.926361307E1,7.968999743E-1,-5.185999870E-1,-6.011999846E-1,1.124916413E0
1.927363963E1,9.203999639E-1,-5.259000063E-1,-6.803999543E-1,1.259623360E0
1.928361307E1,9.159999490E-1,-5.209000111E-1,-7.494999766E-1,1.293113662E0
1.929361463E1,1.022799969E0,-5.785999894E-1,-8.376999497E-1,1.443135104E0
1.930361307E1,1.015399933E0,-7.275999784E-1,-8.565999866E-1,1.514662434E0
1.931361307E1,1.097100019E0,-7.198999524E-1,-8.264999986E-1,1.550801935E0
1.932363963E1,1.162500024E0,-7.282999754E-1,-7.763999701E-1,1.576269036E0
1.933361307E1,1.069700003E0,-7.134999633E-1,-6.973999739E-1,1.462773741E0
1.934361151E1,1.099099994E0,-7.125999928E-1,-6.087999940E-1,1.444457330E0
1.935361307E1,1.038100004E0,-6.687999964E-1,-6.678999662E-1,1.403935689E0
1.936361463E1,8.869999647E-1,-6.356999874E-1,-8.649999499E-1,1.392518698E0
1.937363963E1,8.416000009E-1,-4.830999970E-1,-1.228699923E0,1.565688241E0
1.938361151E1,7.078999877E-1,-3.585000038E-1,-1.622099996E0,1.805783221E0
1.939361151E1,6.175999641E-1,-2.432999909E-1,-1.818699956E0,1.936051170E0
1.940361307E1,3.310000002E-1,-1.666999906E-1,-1.769699931E0,1.808089526E0
1.941361307E1,-6.329999864E-2,-1.896999925E-1,-1.524099946E0,1.537164149E0
1.942363807E1,-3.136999905E-1,-2.098999918E-1,-9.936999679E-1,1.062970045E0
1.943361151E1,-4.163999856E-1,-2.387999892E-1,-5.419999957E-1,7.240016424E-1
1.944361151E1,-4.050999880E-1,-1.790999919E-1,-3.743999898E-1,5.799639297E-1
1.945365213E1,-3.840000033E-1,-1.767999977E-1,-2.953000069E-1,5.156707630E-1
1.946361463E1,-3.921999931E-1,-2.744999826E-1,-2.644999921E-1,5.469289907E-1
1.947363807E1,-4.290999770E-1,-3.393999934E-1,-1.946999878E-1,5.807126923E-1
1.948361307E1,-3.951999843E-1,-3.847999871E-1,-5.499999970E-2,5.543275725E-1
1.949361151E1,-3.942999840E-1,-4.135999978E-1,4.509999976E-2,5.732115190E-1
1.950361307E1,-4.147000015E-1,-4.375000000E-1,1.472000033E-1,6.205241189E-1
1.951361307E1,-3.844999969E-1,-4.260999858E-1,3.561999798E-1,6.754849156E-1
1.952363963E1,-3.385999799E-1,-3.312999904E-1,6.948999763E-1,8.410086843E-1
1.953361463E1,-2.719999850E-1,-2.675999999E-1,1.169600010E0,1.230267424E0
1.954361307E1,-1.821999997E-1,-3.705999851E-1,1.616999984E0,1.668900877E0
1.955361307E1,-1.372999996E-1,-4.002999961E-1,1.993799925E0,2.038217240E0
1.956361307E1,2.719999850E-2,-2.601000071E-1,2.264499903E0,2.279550759E0
1.957363963E1,1.724999994E-1,-1.231999993E-1,2.415199995E0,2.424484586E0
1.958361463E1,2.788999975E-1,9.719999880E-2,2.302099943E0,2.320969021E0
1.959361307E1,3.972999752E-1,3.883000016E-1,1.912299991E0,1.991360192E0
1.960361307E1,4.752999842E-1,6.707999706E-1,1.385699987E0,1.611225351E0
1.961361307E1,4.379999936E-1,8.960999846E-1,9.754999876E-1,1.395148524E0
1.962363807E1,3.716000021E-1,1.086300015E0,6.638999581E-1,1.326234308E0
1.963361307E1,3.364000022E-1,1.184099913E0,4.299999774E-1,1.303900895E0
1.964361463E1,2.108999938E-1,1.189399958E0,3.046000004E-1,1.245765719E0
1.965361307E1,9.290000051E-2,1.179000020E0,1.979999989E-1,1.199114447E0
1.966361307E1,-1.529999916E-2,1.159999967E0,6.219999865E-2,1.161767125E0
1.967363963E1,-1.314000040E-1,1.172799945E0,-1.333999932E-1,1.187653666E0
1.968361151E1,-1.815000027E-1,1.180199981E0,-3.686999977E-1,1.249701538E0
1.969361307E1,-1.914999932E-1,1.183899999E0,-6.241999865E-1,1.352004836E0
1.970361151E1,-2.031999975E-1,1.089499950E0,-7.827000022E-1,1.356804951E0
1.971361307E1,-2.494999915E-1,9.570999742E-1,-8.430999517E-1,1.299656930E0
1.972368182E1,-2.414999902E-1,8.120999932E-1,-8.754999638E-1,1.218330346E0
1.973361307E1,-2.301999927E-1,6.938999891E-1,-9.266999960E-1,1.180365246E0
1.974361151E1,-2.626999915E-1,5.460000038E-1,-9.004999995E-1,1.085369771E0
1.975361307E1,-3.018999994E-1,4.578999877E-1,-8.143000007E-1,9.817843447E-1
1.976361151E1,-2.694000006E-1,3.923999965E-1,-7.384999990E-1,8.785990930E-1
1.977363963E1,-3.411999941E-1,3.285000026E-1,-6.419999599E-1,7.978055128E-1
1.978361151E1,-3.427000046E-1,3.015999794E-1,-5.063999891E-1,6.817967364E-1
1.979361463E1,-3.292999864E-1,2.240999937E-1,-3.012999892E-1,4.994406588E-1
1.980361307E1,-2.366999984E-1,1.445999891E-1,-5.719999969E-2,2.832099681E-1
1.981361307E1,-1.949999928E-1,7.880000025E-2,1.479000002E-1,2.571164081E-1
1.982363807E1,-1.121999994E-1,8.999999613E-3,2.644999921E-1,2.874544933E-1
1.983361307E1,7.620000094E-2,-8.399999700E-3,3.813999891E-1,3.890282147E-1
1.984361307E1,1.754999906E-1,-2.109999955E-2,5.173000097E-1,5.466669523E-1
1.985361307E1,1.547999978E-1,-1.086999997E-1,5.357999802E-1,5.682080147E-1
1.986361151E1,1.697999984E-1,-1.318999976E-1,5.830999613E-1,6.214782487E-1
1.987363807E1,2.346999943E-1,-7.149999589E-2,5.428000093E-1,5.956745645E-1
1.988361463E1,3.777999878E-1,4.639999941E-2,3.649999797E-1,5.273620919E-1
1.989361151E1,4.259999990E-1,1.414999962E-1,2.076999992E-1,4.946084692E-1
1.990361151E1,5.070999861E-1,2.210000008E-1,1.686999947E-1,5.783174599E-1
1.991361151E1,6.006000042E-1,2.532999814E-1,8.109999448E-2,6.568549723E-1
1.992363494E1,6.424999833E-1,2.870000005E-1,5.269999802E-2,7.056575080E-1
1.993361151E1,5.253999829E-1,2.775999904E-1,1.409999933E-2,5.943952445E-1
1.994361151E1,4.928999841E-1,2.613999844E-1,8.289999515E-2,5.640503128E-1
1.995361151E1,4.050999880E-1,1.923999935E-1,4.309999943E-2,4.505345356E-1
1.996361307E1,3.179999888E-1,1.419999897E-1,1.100999936E-1,3.652533348E-1
1.997363182E1,3.409000039E-1,7.609999925E-2,2.947999835E-1,4.570678865E-1
1.998361151E1,3.389999866E-1,3.779999912E-2,4.192000031E-1,5.404428494E-1
1.999361151E1,5.376999974E-1,1.838999987E-1,4.560000002E-1,7.286127208E-1
2.000361307E1,6.189000010E-1,2.786000073E-1,1.576000005E-1,6.967732311E-1
2.001361307E1,7.897999883E-1,2.970999777E-1,-1.981000006E-1,8.667733432E-1
2.002377870E1,7.211999893E-1,1.232999936E-1,-3.687999845E-1,8.193569073E-1
2.003361307E1,7.466999888E-1,-7.710000128E-2,-2.732000053E-1,7.988388614E-1
2.004361307E1,8.842999935E-1,-2.017000020E-1,-1.159999985E-2,9.070854035E-1
2.005346307E1,9.162999988E-1,-3.283999860E-1,2.118999958E-1,9.961695874E-1
2.006361151E1,8.046999574E-1,-4.466999769E-1,4.545999765E-1,1.026520350E0
2.007363338E1,7.639999986E-1,-5.594999790E-1,8.159999847E-1,1.250036879E0
2.008361307E1,7.477999926E-1,-6.444000006E-1,1.137699962E0,1.506259404E0
2.009361307E1,7.103999853E-1,-7.678999901E-1,1.303200006E0,1.671128000E0
2.010361307E1,7.402999997E-1,-8.398000002E-1,1.350499988E0,1.754183099E0
2.011361151E1,7.221999764E-1,-8.330000043E-1,1.221699953E0,1.645604019E0
2.012363495E1,6.306999922E-1,-7.324000001E-1,6.998999715E-1,1.193336587E0
2.013361307E1,5.476999879E-1,-5.396000147E-1,1.002999991E-1,7.753731633E-1
2.014365682E1,5.212999582E-1,-4.520999789E-1,-6.961999536E-1,9.802256948E-1
2.015361307E1,4.863999784E-1,-3.826999962E-1,-1.344799995E0,1.480382131E0
2.016361307E1,4.017999768E-1,-2.780999839E-1,-1.807599902E0,1.872485041E0
2.017363494E1,3.215000033E-1,-1.375000030E-1,-2.024499893E0,2.054475193E0
2.018361307E1,1.916999966E-1,5.599999800E-3,-1.947499990E0,1.956920147E0
2.019361307E1,1.275999993E-1,1.246999949E-1,-1.556100011E0,1.566294702E0
2.020361307E1,5.719999969E-2,1.110999957E-1,-9.788999557E-1,9.868435400E-1
2.021361463E1,-4.449999705E-2,8.519999683E-2,-5.288000107E-1,5.374651063E-1
2.022363494E1,-2.979999967E-2,1.061999947E-1,-3.440999985E-1,3.613464927E-1
2.023361151E1,2.669999935E-2,2.220999897E-1,-3.355000019E-1,4.032388209E-1
2.024361307E1,4.389999807E-2,3.955999911E-1,-3.272999823E-1,5.153172238E-1
2.025361307E1,1.190999970E-1,4.848999977E-1,-1.516999900E-1,5.218483535E-1
2.026361307E1,2.185999900E-1,4.347999990E-1,1.379999984E-2,4.868546341E-1
2.027363494E1,2.775999904E-1,2.506999969E-1,1.503999978E-1,4.031530757E-1
2.028361151E1,2.928999960E-1,-6.300000008E-3,4.339999855E-1,5.236278116E-1
2.029361307E1,2.588000000E-1,-2.469999939E-1,7.962999940E-1,8.729720026E-1
2.030361151E1,2.098999918E-1,-4.107999802E-1,1.178099990E0,1.265201255E0
2.031361307E1,1.600999981E-1,-4.007999897E-1,1.452299953E0,1.515073527E0
2.032363338E1,1.140999943E-1,-3.084999919E-1,1.540199995E0,1.574930817E0
2.033361307E1,1.881999969E-1,-2.226999998E-1,1.393000007E0,1.423187812E0
2.034361463E1,2.956999838E-1,-1.165999994E-1,1.059700012E0,1.106344502E0
2.035361307E1,4.603999853E-1,2.459999919E-2,5.794000030E-1,7.404577435E-1
2.036361463E1,3.597999811E-1,8.850000054E-2,1.481999904E-1,3.990632953E-1
2.037363495E1,3.188000023E-1,2.680999935E-1,-1.554999948E-1,4.446248940E-1
2.038361307E1,3.025999963E-1,4.293999970E-1,-3.023000062E-1,6.060828400E-1
2.039361463E1,2.733999789E-1,4.996999800E-1,-3.021999896E-1,6.448041968E-1
2.040361151E1,3.061999977E-1,4.987999797E-1,-2.630999982E-1,6.417020082E-1
2.041361151E1,2.691999972E-1,5.246999860E-1,-2.533999979E-1,6.418646841E-1
2.042363338E1,2.514999807E-1,6.035999656E-1,-1.557999998E-1,6.722044322E-1
2.043361151E1,2.321999967E-1,6.531999707E-1,-3.859999776E-2,6.943176507E-1
2.044382088E1,1.065999940E-1,6.736999750E-1,-8.850000054E-2,6.877990005E-1
2.045361307E1,-3.729999810E-2,6.585999727E-1,-1.675999910E-1,6.806136723E-1
2.046361307E1,-7.819999754E-2,6.038999557E-1,-2.176999897E-1,6.466866951E-1
2.047363182E1,-5.009999871E-2,6.351000071E-1,-2.870999873E-1,6.987763816E-1
2.048365370E1,-6.329999864E-2,6.768999696E-1,-3.076999784E-1,7.462437506E-1
2.049361151E1,-9.089999646E-2,7.281999588E-1,-3.082999885E-1,7.959817035E-1
2.050361307E1,-9.279999882E-2,7.032999992E-1,-3.188999891E-1,7.777788450E-1
2.051361463E1,-5.429999903E-2,6.388999820E-1,-3.389999866E-1,7.253017771E-1
2.052363494E1,3.399999812E-3,5.702999830E-1,-3.296999931E-1,6.587531526E-1
2.053361307E1,8.349999785E-2,5.108999610E-1,-3.299999833E-1,6.139144963E-1
2.054361307E1,1.488000005E-1,4.508000016E-1,-3.596999943E-1,5.956057148E-1
2.055361463E1,2.226999998E-1,4.172999859E-1,-3.989999890E-1,6.188178725E-1
2.056361151E1,1.969999969E-1,4.360999763E-1,-4.676999748E-1,6.691303718E-1
2.057363495E1,3.025999963E-1,3.598999977E-1,-5.264999866E-1,7.059015527E-1
2.058361307E1,3.807999790E-1,3.461000025E-1,-4.968999922E-1,7.153344938E-1
2.059361307E1,3.939999938E-1,3.109000027E-1,-5.458999872E-1,7.415535064E-1
2.060361151E1,4.542999864E-1,2.080999911E-1,-5.947999954E-1,7.768404717E-1
2.061361307E1,4.641999900E-1,1.309999973E-1,-4.966000021E-1,6.922818733E-1
2.062363182E1,4.896999896E-1,1.189999953E-1,-4.083999991E-1,6.486583368E-1
2.063361463E1,5.006999969E-1,2.579999901E-2,-3.594000041E-1,6.168747765E-1
2.064361307E1,4.711999893E-1,-9.380000085E-2,-3.791999817E-1,6.120624937E-1
2.065361307E1,4.274999797E-1,-1.524000019E-1,-3.792999983E-1,5.914815990E-1
2.066361307E1,4.713999927E-1,-1.074999943E-1,-4.381999969E-1,6.525284969E-1
2.067363494E1,4.862999916E-1,-7.549999654E-2,-5.263999701E-1,7.206142240E-1
2.068361307E1,4.887000024E-1,-9.059999883E-2,-5.947999954E-1,7.751277873E-1
2.069361463E1,5.715000033E-1,-8.009999990E-2,-4.866999984E-1,7.549206264E-1
2.070360994E1,5.511000156E-1,-7.159999758E-2,-3.782999814E-1,6.722712717E-1
2.071361463E1,5.620999932E-1,-6.229999661E-2,-2.210000008E-1,6.071891734E-1
2.072363338E1,6.158999801E-1,-6.509999931E-2,-5.350000039E-2,6.216373906E-1
2.073361307E1,5.360999703E-1,-9.349999577E-2,-4.100000020E-3,5.442078991E-1
2.074361307E1,6.243000031E-1,-1.386999935E-1,1.238999963E-1,6.514133796E-1
2.075361307E1,6.371999979E-1,-1.425999999E-1,7.509999722E-2,6.572660092E-1
2.076361307E1,7.087999582E-1,-1.266999990E-1,-8.150000125E-2,7.246326799E-1
2.077363182E1,7.008000016E-1,-1.224999949E-1,-2.185999900E-1,7.442532141E-1
2.078361151E1,7.127999663E-1,-6.359999627E-2,-2.476999909E-1,7.572872883E-1
2.079361151E1,6.241999865E-1,-5.439999700E-2,-2.375999987E-1,6.701035309E-1
