"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.973633382E0,2.329999954E-2,-4.380000010E-2,1.599999960E-3,4.963758643E-2
2.983613070E0,4.449999705E-2,-5.339999869E-2,-1.779999956E-2,7.175409105E-2
2.993613070E0,5.499999970E-2,-2.379999869E-2,-3.739999980E-2,7.064134688E-2
3.003611507E0,5.559999868E-2,3.529999778E-2,-6.679999828E-2,9.380666004E-2
3.013613070E0,4.759999737E-2,4.669999704E-2,-1.064999998E-1,1.256538874E-1
3.023634945E0,3.799999878E-2,3.830000013E-2,-1.064999998E-1,1.193865146E-1
3.033613070E0,1.799999923E-2,2.969999984E-2,-1.261000037E-1,1.307948810E-1
3.043614632E0,3.619999811E-2,-1.799999923E-2,-1.064999998E-1,1.139152746E-1
3.053613070E0,5.529999733E-2,-5.579999834E-2,-7.710000128E-2,1.100733379E-1
3.063613070E0,-3.999999724E-3,-8.339999616E-2,-3.790000081E-2,9.169498034E-2
3.073633382E0,2.499999851E-2,-8.249999583E-2,5.029999837E-2,9.980650817E-2
3.083613070E0,3.480000049E-2,-7.329999655E-2,2.080000006E-2,8.376496601E-2
3.093613070E0,4.539999738E-2,-3.500000015E-2,-3.790000081E-2,6.872095630E-2
3.103614632E0,4.739999771E-2,-2.669999935E-2,-8.679999411E-2,1.024396834E-1
3.113613070E0,5.900000036E-2,1.200000010E-2,-1.260000020E-1,1.396459830E-1
3.123631820E0,4.289999977E-2,3.159999847E-2,-1.159999967E-1,1.276517493E-1
3.133614632E0,6.399999838E-3,2.199999988E-2,-6.689999998E-2,7.071470844E-2
3.143611507E0,1.069999952E-2,-1.750000007E-2,-4.710000008E-2,5.137265810E-2
3.153611507E0,-1.609999873E-2,-2.799999900E-2,-4.690000042E-2,5.694576317E-2
3.163614632E0,2.569999918E-2,-1.950000040E-2,-8.609999716E-2,9.194536141E-2
3.173631820E0,3.659999743E-2,1.960000023E-2,-7.620000094E-2,8.677649431E-2
3.183611507E0,3.610000014E-2,1.040000003E-2,-8.599999547E-2,9.384758511E-2
3.193613070E0,3.409999982E-2,8.999999845E-4,-7.629999518E-2,8.357816253E-2
3.203613070E0,7.899999619E-2,1.300000004E-3,-6.669999659E-2,1.034000916E-1
3.213613070E0,7.629999518E-2,-1.799999923E-2,-4.719999805E-2,9.150698909E-2
3.223631820E0,6.350000203E-2,-1.799999923E-2,-1.789999940E-2,6.838611122E-2
3.233614632E0,6.229999661E-2,1.099999994E-2,1.129999943E-2,6.426491705E-2
3.243614632E0,5.260000005E-2,-8.999999613E-3,4.079999775E-2,6.717439851E-2
3.253613070E0,3.399999812E-2,-1.919999905E-2,1.139999926E-2,4.067677247E-2
3.263613070E0,3.649999946E-2,-4.899999872E-2,1.699999906E-3,6.112397103E-2
3.273634945E0,4.809999838E-2,-6.849999726E-2,1.159999985E-2,8.450100275E-2
3.283613070E0,6.059999764E-2,-5.909999833E-2,1.899999916E-3,8.466864541E-2
3.293611507E0,6.229999661E-2,-3.070000000E-2,-4.699999839E-2,8.386166840E-2
3.303613070E0,2.589999884E-2,-2.359999903E-2,-9.589999914E-2,1.021008312E-1
3.313613070E0,-1.119999960E-2,3.499999875E-3,-1.252999902E-1,1.258482321E-1
3.323631820E0,1.500000013E-3,7.999999798E-4,-1.447999924E-1,1.448099714E-1
3.333614632E0,1.319999993E-2,1.950000040E-2,-1.349000037E-1,1.369397714E-1
3.343613070E0,4.479999840E-2,9.300000034E-3,-1.151999980E-1,1.239539003E-1
3.353611507E0,2.609999850E-2,9.300000034E-3,-1.052999943E-1,1.088842906E-1
3.363613070E0,3.920000046E-2,-1.999999949E-4,-9.579999745E-2,1.035099973E-1
3.373631820E0,2.979999967E-2,-4.939999804E-2,-8.599999547E-2,1.035586742E-1
3.383611507E0,3.920000046E-2,-6.969999522E-2,-9.579999745E-2,1.247892979E-1
3.393614632E0,1.960000023E-2,-8.959999681E-2,-1.153999940E-1,1.474092197E-1
3.403599007E0,4.889999703E-2,-5.069999769E-2,-6.639999896E-2,9.680216598E-2
3.413613070E0,4.649999738E-2,-7.699999958E-3,-8.599999361E-3,4.791137385E-2
3.423633382E0,8.089999855E-2,1.179999951E-2,1.119999960E-2,8.251963248E-2
3.433611507E0,9.479999542E-2,-7.799999788E-3,4.079999775E-2,1.035012992E-1
3.443613070E0,6.949999928E-2,-2.779999934E-2,5.079999939E-2,9.046396963E-2
3.453613070E0,5.299999937E-2,-3.879999742E-2,-7.799999788E-3,6.614589730E-2
3.463611507E0,5.519999936E-2,7.899999619E-3,1.999999862E-3,5.579829678E-2
3.473634945E0,3.680000082E-2,6.399999838E-3,-1.750000007E-2,4.124863708E-2
3.483611507E0,3.810000047E-2,-3.390000015E-2,-6.650000066E-2,8.380375966E-2
3.493614632E0,4.919999838E-2,-2.379999869E-2,-8.599999547E-2,1.018973945E-1
3.503614632E0,5.109999701E-2,-2.699999837E-3,-9.569999576E-2,1.085218360E-1
3.513611507E0,6.229999661E-2,2.769999951E-2,-1.054999977E-1,1.256138092E-1
3.523634945E0,5.359999835E-2,1.889999956E-2,-7.599999756E-2,9.490084001E-2
3.533614632E0,5.189999938E-2,-1.999999949E-4,-6.669999659E-2,8.451354614E-2
3.543616195E0,3.439999744E-2,-4.039999843E-2,-5.680000037E-2,7.772875748E-2
3.553614632E0,-3.199999919E-3,-6.089999899E-2,-6.659999490E-2,9.030287480E-2
3.563613070E0,-3.179999813E-2,-5.199999735E-2,-6.650000066E-2,9.020803563E-2
3.573633382E0,-3.099999949E-2,-4.189999774E-2,1.999999862E-3,5.215946490E-2
3.583613070E0,-1.040000003E-2,-1.399999950E-3,3.150000051E-2,3.320195826E-2
3.593611507E0,-8.799999952E-3,-3.999999899E-4,1.200000010E-2,1.488623531E-2
3.603611507E0,3.209999949E-2,1.999999955E-2,1.209999993E-2,3.970919223E-2
3.613611507E0,6.269999593E-2,2.939999849E-2,1.219999976E-2,7.031706333E-2
3.623631820E0,6.399999559E-2,3.749999776E-2,-1.709999889E-2,7.612265911E-2
3.633614632E0,6.480000168E-2,1.630000025E-2,-6.610000134E-2,9.398904406E-2
3.643611507E0,3.610000014E-2,1.409999933E-2,-9.549999982E-2,1.030643971E-1
3.653614632E0,2.659999952E-2,-2.599999867E-2,-1.250000000E-1,1.304168697E-1
3.663599007E0,2.669999935E-2,-6.560000032E-2,-9.549999982E-2,1.188970141E-1
3.673631820E0,2.279999852E-2,-6.219999865E-2,-8.579999954E-2,1.083988915E-1
3.683611507E0,2.569999918E-2,-4.769999906E-2,-4.669999704E-2,7.153089956E-2
3.693611507E0,5.269999802E-2,-1.439999975E-2,-5.700000003E-2,7.895346596E-2
3.703614632E0,5.779999867E-2,-7.999999798E-4,-6.669999659E-2,8.826306924E-2
3.713611507E0,7.189999521E-2,-5.799999926E-3,-1.057999954E-1,1.280503351E-1
3.723633382E0,7.620000094E-2,-9.599999525E-3,-8.599999547E-2,1.153022088E-1
3.733611507E0,6.019999832E-2,-4.179999977E-2,-9.569999576E-2,1.205394913E-1
3.743611507E0,5.439999700E-2,-4.309999943E-2,-1.052999943E-1,1.261152585E-1
3.753611507E0,4.729999974E-2,-4.429999739E-2,-8.559999615E-2,1.073645150E-1
3.763611507E0,4.939999804E-2,-2.510000020E-2,-4.619999975E-2,7.214436772E-2
3.773633382E0,2.339999937E-2,1.099999994E-2,-4.659999907E-2,5.329277514E-2
3.783611507E0,6.379999965E-2,2.909999900E-2,-1.709999889E-2,7.217797351E-2
3.793613070E0,5.519999936E-2,1.769999973E-2,-7.299999706E-3,5.842619204E-2
3.803614632E0,2.789999917E-2,1.549999975E-2,1.229999959E-2,3.420453093E-2
3.813613070E0,4.010000080E-2,1.420000009E-2,3.199999779E-2,5.323203853E-2
3.823634945E0,5.399999768E-2,3.000000026E-3,6.159999967E-2,8.197292058E-2
3.833611507E0,3.739999980E-2,-1.740000024E-2,3.240000084E-2,5.245264577E-2
3.843613070E0,2.199999988E-3,-8.700000122E-3,6.199999899E-2,6.264606832E-2
3.853611507E0,2.389999852E-2,0.000000000E0,2.279999852E-2,3.303104391E-2
3.863611507E0,2.630000003E-2,2.730000019E-2,-3.579999879E-2,5.214038670E-2
3.873630257E0,2.730000019E-2,1.589999907E-2,-1.239999980E-1,1.279613202E-1
3.883614632E0,3.720000014E-2,4.600000102E-3,-1.534999907E-1,1.580102755E-1
3.893614632E0,3.700000048E-2,-5.099999718E-3,-1.339000016E-1,1.390115840E-1
3.903613070E0,7.519999892E-2,1.569999941E-2,-1.339000016E-1,1.543720838E-1
3.913613070E0,7.419999689E-2,-2.229999937E-2,-1.437000036E-1,1.632563033E-1
3.923633382E0,4.279999807E-2,-6.979999691E-2,-1.437999904E-1,1.654760304E-1
3.933611507E0,5.079999939E-2,-2.960000001E-2,-7.530000061E-2,9.553475823E-2
3.943613070E0,6.769999862E-2,-4.800000042E-2,-2.630000003E-2,8.705733659E-2
3.953644320E0,6.679999828E-2,-1.162000000E-1,-4.600000009E-2,1.417063153E-1
3.963613070E0,6.449999660E-2,-7.189999521E-2,-8.559999615E-2,1.290628460E-1
3.973634945E0,7.710000128E-2,-5.899999756E-3,-1.247999966E-1,1.468136892E-1
3.983613070E0,7.099999487E-2,3.130000085E-2,-1.147999987E-1,1.385630868E-1
3.993614632E0,6.439999491E-2,1.009999961E-2,-8.519999683E-2,1.072772520E-1
4.003611507E0,7.869999856E-2,-9.999999311E-4,-7.519999892E-2,1.088564633E-1
4.013611507E0,5.249999836E-2,3.649999946E-2,-3.590000048E-2,7.333014267E-2
4.023633382E0,2.620000020E-2,3.429999948E-2,-3.570000082E-2,5.601267743E-2
4.033613070E0,-2.099999925E-3,3.299999982E-3,-5.529999733E-2,5.543816108E-2
4.043616195E0,7.199999876E-3,-8.100000210E-3,-4.549999908E-2,4.677285449E-2
4.053613070E0,2.589999884E-2,-1.850000024E-2,-2.599999867E-2,4.109817368E-2
4.063613070E0,3.359999880E-2,1.199999941E-3,-3.590000048E-2,4.918546487E-2
4.073633382E0,8.169999719E-2,-7.999999449E-3,1.299999934E-2,8.311371436E-2
4.083613070E0,9.070000052E-2,2.699999837E-3,4.239999875E-2,1.001575758E-1
4.093613070E0,1.107999980E-1,-6.699999794E-3,5.219999701E-2,1.226636427E-1
4.103613070E0,1.127000004E-1,-2.709999867E-2,1.310000010E-2,1.166503751E-1
4.113611507E0,9.470000118E-2,-4.769999906E-2,-3.579999879E-2,1.119152360E-1
4.123634945E0,6.729999930E-2,-4.869999737E-2,-6.509999931E-2,1.055414116E-1
4.133611507E0,5.859999731E-2,-4.869999737E-2,-6.509999931E-2,1.002180589E-1
4.143613070E0,4.059999809E-2,-5.729999766E-2,-7.479999959E-2,1.025996565E-1
4.153613070E0,4.199999943E-2,-6.619999558E-2,-7.469999790E-2,1.082890994E-1
4.163613070E0,3.460000083E-2,-4.569999874E-2,-9.420000017E-2,1.102691705E-1
4.173633382E0,6.539999694E-2,-2.589999884E-2,-6.469999999E-2,9.557227390E-2
4.183613070E0,6.729999930E-2,-3.590000048E-2,-5.480000004E-2,9.392092389E-2
4.193613070E0,6.839999557E-2,2.249999903E-2,3.999999724E-3,7.211663711E-2
4.203614632E0,6.960000098E-2,-7.299999706E-3,-2.520000003E-2,7.438071076E-2
4.213614632E0,7.039999962E-2,-3.689999878E-2,-4.479999840E-2,9.124039518E-2
4.223631820E0,8.069999516E-2,-4.669999704E-2,-8.399999887E-2,1.254965288E-1
4.233613070E0,8.159999549E-2,-4.619999975E-2,-8.399999887E-2,1.258928078E-1
4.243614632E0,7.429999858E-2,-3.519999981E-2,-5.439999700E-2,9.858442802E-2
4.253611507E0,9.569999576E-2,-3.489999846E-2,-5.429999903E-2,1.154339160E-1
4.263611507E0,8.799999952E-2,-2.569999918E-2,-6.399999559E-2,1.118055871E-1
4.273633382E0,8.859999478E-2,-2.679999918E-2,-9.339999408E-2,1.314981290E-1
4.283611507E0,8.819999546E-2,-2.769999951E-2,-5.419999734E-2,1.071642146E-1
4.293611507E0,1.067999974E-1,-4.739999771E-2,-2.479999885E-2,1.194488977E-1
4.303613070E0,9.529999644E-2,-4.690000042E-2,4.399999976E-3,1.063064408E-1
4.313611507E0,1.032999977E-1,-3.659999743E-2,1.409999933E-2,1.104955172E-1
4.323631820E0,1.114999950E-1,-4.569999874E-2,-1.529999916E-2,1.214694560E-1
4.333614632E0,1.013999954E-1,-6.449999660E-2,-1.529999916E-2,1.211457742E-1
4.343609945E0,1.115999967E-1,-5.379999802E-2,-3.489999846E-2,1.287128934E-1
4.353613070E0,1.027999967E-1,-2.449999936E-2,-6.419999897E-2,1.236516444E-1
4.363614632E0,7.409999520E-2,-2.539999969E-2,-9.359999746E-2,1.220529754E-1
4.373633382E0,9.420000017E-2,-6.999999750E-3,-8.379999548E-2,1.262738265E-1
4.383613070E0,7.469999790E-2,1.069999952E-2,-1.131999940E-1,1.360471180E-1
4.393613070E0,6.509999931E-2,-1.030000020E-2,-1.230999976E-1,1.396341983E-1
4.403614632E0,2.620000020E-2,-3.089999966E-2,-9.359999746E-2,1.019912227E-1
4.413611507E0,7.100000046E-3,-3.130000085E-2,-8.379999548E-2,8.973594205E-2
4.423633382E0,-1.999999862E-3,-2.149999887E-2,-2.489999868E-2,3.295845696E-2
4.433611507E0,7.999999449E-3,-2.169999853E-2,1.420000009E-2,2.713908491E-2
4.443613070E0,-1.799999969E-3,-2.259999886E-2,3.379999846E-2,4.069938383E-2
4.453614632E0,7.699999958E-3,-1.439999975E-2,2.400000021E-2,2.902843437E-2
4.463613070E0,1.750000007E-2,-6.399999838E-3,-5.399999674E-3,1.940025765E-2
4.473633382E0,3.739999980E-2,-7.799999788E-3,4.299999680E-3,3.844593579E-2
4.483611507E0,6.700000167E-2,1.099999994E-3,-1.519999932E-2,6.871135425E-2
4.493613070E0,9.679999948E-2,1.059999969E-2,-2.499999851E-2,1.005365596E-1
4.503611507E0,7.739999890E-2,1.059999969E-2,-3.480000049E-2,8.552286161E-2
4.513613070E0,6.809999794E-2,1.019999944E-2,-5.429999903E-2,8.769344104E-2
4.523631820E0,5.889999866E-2,-6.999999750E-4,-8.370000124E-2,1.023493530E-1
4.533614632E0,4.949999973E-2,-2.199999988E-2,-9.349999577E-2,1.080578511E-1
4.543613070E0,5.989999697E-2,-1.379999984E-2,-7.389999926E-2,9.612314770E-2
4.553613070E0,6.059999764E-2,-1.519999932E-2,-6.409999728E-2,8.951094539E-2
4.563613070E0,5.169999972E-2,-5.549999699E-2,-5.419999734E-2,9.322434955E-2
4.573631820E0,4.289999977E-2,-6.619999558E-2,-6.399999559E-2,1.015817347E-1
4.583611507E0,5.379999802E-2,-5.709999800E-2,-8.359999955E-2,1.146464543E-1
4.593613070E0,5.499999970E-2,-5.779999867E-2,-7.369999588E-2,1.086164316E-1
4.603613070E0,7.599999756E-2,-2.899999917E-2,-4.419999942E-2,9.257774856E-2
4.613613070E0,8.760000020E-2,-4.919999838E-2,-4.900000058E-3,1.005903071E-1
4.623631820E0,9.999999404E-2,-3.059999831E-2,4.900000058E-3,1.046917795E-1
4.633613070E0,1.030000001E-1,-2.799999900E-3,-5.359999835E-2,1.161455976E-1
4.643611507E0,4.669999704E-2,-4.399999976E-3,-6.329999864E-2,7.878540189E-2
4.653613070E0,5.829999968E-2,-3.570000082E-2,1.509999949E-2,7.000992791E-2
4.663613070E0,1.193999946E-1,1.099999994E-2,-5.329999700E-2,1.312183234E-1
4.673633382E0,6.329999864E-2,1.850000024E-2,-1.611000001E-1,1.740757016E-1
4.683613070E0,1.630000025E-2,-2.190000005E-2,-1.708000004E-1,1.729680322E-1
4.693614632E0,7.629999518E-2,-4.160000011E-2,-1.314999908E-1,1.576213718E-1
4.703613070E0,8.659999818E-2,-4.109999910E-2,-8.240000159E-2,1.264062098E-1
4.713613070E0,7.689999789E-2,-6.979999691E-2,-5.299999937E-2,1.165960942E-1
4.723633382E0,8.659999818E-2,-4.979999736E-2,-5.299999937E-2,1.130866896E-1
4.733613070E0,6.629999727E-2,-2.070000023E-2,-5.299999937E-2,8.736806957E-2
4.743611507E0,5.570000038E-2,-1.999999862E-3,-7.270000130E-2,9.160666040E-2
4.753613070E0,4.519999772E-2,-1.279999968E-2,-1.021999940E-1,1.124798585E-1
4.763614632E0,6.419999897E-2,-1.359999925E-2,-1.119999960E-1,1.298098569E-1
4.773633382E0,6.409999728E-2,-1.420000009E-2,-1.315999925E-1,1.470680376E-1
4.783611507E0,3.489999846E-2,-3.390000015E-2,-1.119999960E-1,1.221115024E-1
4.793611507E0,4.479999840E-2,-4.339999706E-2,-8.259999752E-2,1.035053583E-1
4.803611507E0,8.389999717E-2,-5.260000005E-2,-3.359999880E-2,1.045702130E-1
4.813611507E0,7.349999994E-2,-5.209999904E-2,-2.379999869E-2,9.318315206E-2
4.823633382E0,6.260000169E-2,-6.140000001E-2,-1.399999950E-2,8.879594697E-2
4.833611507E0,8.129999787E-2,-2.199999988E-2,-1.409999933E-2,8.539613357E-2
4.843614632E0,8.079999685E-2,-3.199999779E-2,-8.269999921E-2,1.199663670E-1
4.853613070E0,7.109999657E-2,-3.219999745E-2,-1.121999994E-1,1.366780495E-1
4.863613070E0,7.199999690E-2,-3.229999915E-2,-1.120999977E-1,1.370901126E-1
4.873633382E0,6.379999965E-2,-2.600000007E-3,-8.259999752E-2,1.044028714E-1
4.883613070E0,5.619999766E-2,-1.200000010E-2,-5.309999734E-2,7.824352662E-2
4.893613070E0,3.849999979E-2,-4.160000011E-2,-6.279999763E-2,8.459698396E-2
4.903611507E0,6.879999489E-2,-3.229999915E-2,-4.309999943E-2,8.737470568E-2
4.913611507E0,6.799999624E-2,-2.319999970E-2,-5.299999937E-2,8.928179775E-2
4.923633382E0,5.579999834E-2,-1.379999984E-2,-5.309999734E-2,7.825400647E-2
4.933613070E0,8.209999651E-2,-3.799999831E-3,-3.370000049E-2,8.882870853E-2
4.943613070E0,8.899999410E-2,-1.269999985E-2,-1.420000009E-2,9.101609170E-2
4.953611507E0,7.779999822E-2,-1.119999960E-2,5.299999844E-3,7.878051607E-2
4.963611507E0,7.779999822E-2,-9.499999695E-3,1.509999949E-2,7.981916877E-2
4.973631820E0,9.869999439E-2,-2.779999934E-2,2.499999851E-2,1.055439661E-1
4.983611507E0,8.119999617E-2,-2.769999951E-2,1.529999916E-2,8.714826060E-2
4.993611507E0,9.279999882E-2,-4.839999974E-2,-3.359999880E-2,1.099243361E-1
5.003611507E0,7.419999689E-2,-4.999999702E-2,-1.021999940E-1,1.358325367E-1
5.013611507E0,4.459999874E-2,-5.159999803E-2,-1.413999945E-1,1.569894204E-1
5.023631820E0,4.389999807E-2,-5.240000039E-2,-1.218999997E-1,1.397590061E-1
5.033611507E0,4.289999977E-2,-7.209999859E-2,-6.309999526E-2,1.049782319E-1
5.043613070E0,7.129999995E-2,-5.240000039E-2,-1.409999933E-2,8.960055812E-2
5.053611507E0,9.030000120E-2,-4.239999875E-2,3.480000049E-2,1.056545794E-1
5.063613070E0,1.102999970E-1,-3.399999812E-3,5.399999674E-3,1.104844303E-1
5.073631820E0,1.115999967E-1,-3.799999831E-3,-5.329999700E-2,1.237331360E-1
5.083613070E0,1.229999959E-1,-2.359999903E-2,-8.259999752E-2,1.500290590E-1
5.093611507E0,1.147999987E-1,-3.999999724E-3,-8.249999583E-2,1.414259135E-1
5.103613070E0,9.649999440E-2,-3.370000049E-2,-9.219999611E-2,1.376545613E-1
5.113613070E0,8.819999546E-2,-6.379999965E-2,-1.019999981E-1,1.491766696E-1
5.123631820E0,7.970000058E-2,-7.479999959E-2,-1.215000004E-1,1.634300466E-1
5.133611507E0,8.999999613E-2,-7.620000094E-2,-1.410999894E-1,1.838903109E-1
5.143613070E0,9.929999709E-2,-5.749999732E-2,-1.116999984E-1,1.601362818E-1
5.153613070E0,1.072999984E-1,-4.809999838E-2,-9.219999611E-2,1.494246927E-1
5.163614632E0,1.244999990E-1,-3.799999878E-2,-3.350000083E-2,1.344116800E-1
5.173633382E0,1.321000010E-1,-4.729999974E-2,1.529999916E-2,1.411445720E-1
5.183613070E0,1.406999975E-1,-3.689999878E-2,6.430000067E-2,1.590364402E-1
5.193613070E0,1.213999987E-1,-3.680000082E-2,6.430000067E-2,1.422205675E-1
5.203613070E0,1.032999977E-1,-1.750000007E-2,1.529999916E-2,1.058830936E-1
5.213613070E0,9.519999474E-2,-2.799999900E-2,-5.309999734E-2,1.125462068E-1
5.223633382E0,8.679999411E-2,-3.830000013E-2,-3.339999914E-2,1.005817525E-1
5.233611507E0,9.799999744E-2,-1.929999888E-2,-3.339999914E-2,1.053187989E-1
5.243611507E0,7.959999889E-2,8.999999613E-3,-1.018999964E-1,1.296177807E-1
5.253611507E0,5.130000040E-2,-3.109999932E-2,-1.410999894E-1,1.533235370E-1
5.263613070E0,6.189999729E-2,-6.079999730E-2,-1.410999894E-1,1.656425560E-1
5.273634945E0,7.239999622E-2,-5.089999735E-2,-9.200000018E-2,1.276580167E-1
5.283613070E0,9.250000119E-2,-6.039999798E-2,-5.269999802E-2,1.223997540E-1
5.293614632E0,7.289999723E-2,-6.059999764E-2,-1.349999942E-2,9.575499619E-2
5.303613070E0,7.209999859E-2,-4.149999842E-2,6.000000052E-3,8.340659247E-2
5.313611507E0,6.119999662E-2,-4.189999774E-2,5.899999756E-3,7.440335607E-2
5.323633382E0,9.959999472E-2,-5.229999870E-2,-3.329999745E-2,1.173215182E-1
5.333613070E0,1.189999953E-1,-5.249999836E-2,-7.249999791E-2,1.489076842E-1
5.343613070E0,1.190999970E-1,-5.260000005E-2,-5.289999768E-2,1.405346187E-1
5.353613070E0,1.196999997E-1,-2.359999903E-2,-6.269999593E-2,1.371726626E-1
5.363613070E0,1.202999949E-1,-1.459999941E-2,-5.279999971E-2,1.321858114E-1
5.373631820E0,1.206999943E-1,-3.549999744E-2,-8.229999989E-2,1.503397100E-1
5.383614632E0,1.202999949E-1,-4.659999907E-2,-4.309999943E-2,1.360193319E-1
5.393611507E0,1.096999943E-1,-3.790000081E-2,5.799999926E-3,1.162073096E-1
5.403614632E0,1.188999936E-1,-6.809999794E-2,-3.899999894E-3,1.370767238E-1
5.413613070E0,9.910000116E-2,-7.849999517E-2,-1.370000001E-2,1.271642618E-1
5.423631820E0,9.950000048E-2,-6.920000166E-2,-5.299999937E-2,1.322795912E-1
5.433611507E0,1.004000008E-1,-4.949999973E-2,-7.249999791E-2,1.333666369E-1
5.443613070E0,9.179999679E-2,-5.909999833E-2,-8.219999820E-2,1.366634147E-1
5.453613070E0,1.123999953E-1,-4.899999872E-2,-1.017999947E-1,1.593674928E-1
5.463614632E0,9.339999408E-2,-3.909999877E-2,-1.017999947E-1,1.435813627E-1
5.473634945E0,1.131999940E-1,-1.950000040E-2,-9.200000018E-2,1.471682326E-1
5.483613070E0,1.229999959E-1,-2.979999967E-2,-9.200000018E-2,1.564641781E-1
5.493613070E0,1.228999943E-1,-6.960000098E-2,-1.017999947E-1,1.741028651E-1
5.503614632E0,8.370000124E-2,-7.970000058E-2,-6.250000000E-2,1.313926570E-1
5.513611507E0,8.449999988E-2,-6.969999522E-2,-2.329999954E-2,1.119876301E-1
5.523631820E0,1.050999984E-1,-3.999999911E-2,-3.299999982E-2,1.171964572E-1
5.533614632E0,1.064999998E-1,-3.019999899E-2,-3.289999813E-2,1.154846300E-1
5.543614632E0,6.859999895E-2,-5.029999837E-2,-3.289999813E-2,9.120558957E-2
5.553613070E0,9.950000048E-2,-5.109999701E-2,-4.259999841E-2,1.196921871E-1
5.563611507E0,1.010999978E-1,-1.289999951E-2,-5.229999870E-2,1.145552679E-1
5.573631820E0,8.289999515E-2,5.899999756E-3,-7.189999521E-2,1.098946245E-1
5.583613070E0,9.399999678E-2,5.499999970E-3,-7.180000097E-2,1.184123707E-1
5.593613070E0,9.479999542E-2,5.899999756E-3,-5.209999904E-2,1.083340160E-1
5.603613070E0,7.530000061E-2,6.899999920E-3,-1.289999951E-2,7.670795316E-2
5.613613070E0,5.529999733E-2,7.499999832E-3,1.640000008E-2,5.816613882E-2
5.623633382E0,5.480000004E-2,-1.239999942E-2,1.640000008E-2,5.852999225E-2
5.633614632E0,9.369999915E-2,-3.329999745E-2,-4.239999875E-2,1.081033744E-1
5.643614632E0,8.389999717E-2,-3.469999880E-2,-8.159999549E-2,1.220731695E-1
5.653613070E0,6.480000168E-2,-6.489999592E-2,-9.139999747E-2,1.294797638E-1
5.663613070E0,8.579999954E-2,-8.419999480E-2,-6.189999729E-2,1.352142326E-1
5.673633382E0,6.819999963E-2,-7.360000163E-2,-4.219999909E-2,1.088532963E-1
5.683611507E0,7.050000131E-2,-5.329999700E-2,-7.140000165E-2,1.136182208E-1
5.693613070E0,8.219999820E-2,-4.339999706E-2,-1.301999986E-1,1.599763704E-1
5.703611507E0,9.269999713E-2,-3.359999880E-2,-1.300999969E-1,1.632429435E-1
5.713611507E0,1.217999980E-1,-3.370000049E-2,-1.006999984E-1,1.615902820E-1
5.723634945E0,1.118000001E-1,-1.389999967E-2,-3.209999949E-2,1.171446114E-1
5.733614632E0,1.127000004E-1,-3.359999880E-2,-1.239999942E-2,1.182540063E-1
5.743614632E0,8.569999784E-2,-3.409999982E-2,-6.129999831E-2,1.107474127E-1
5.753611507E0,8.850000054E-2,-4.449999705E-2,-5.130000040E-2,1.115535292E-1
5.763614632E0,9.089999646E-2,-4.499999806E-2,-1.200000010E-2,1.021362286E-1
5.773634945E0,7.199999690E-2,-2.609999850E-2,-1.189999934E-2,7.750367385E-2
5.783611507E0,8.109999448E-2,-3.680000082E-2,-2.180000022E-2,9.168799908E-2
5.793613070E0,9.889999777E-2,-2.759999968E-2,-8.079999685E-2,1.306583676E-1
5.803613070E0,7.699999958E-2,-2.759999968E-2,-1.102999970E-1,1.373202435E-1
5.813613070E0,1.044999957E-1,-3.619999811E-2,-8.100000024E-2,1.370827816E-1
5.823633382E0,1.228999943E-1,-4.439999908E-2,-7.119999826E-2,1.488126616E-1
5.833611507E0,9.359999746E-2,-5.269999802E-2,-5.159999803E-2,1.191671478E-1
5.843611507E0,1.140999943E-1,-5.189999938E-2,-3.199999779E-2,1.293693105E-1
5.853611507E0,1.053999960E-1,-3.219999745E-2,-3.189999983E-2,1.147327721E-1
5.863613070E0,1.063999981E-1,-5.240000039E-2,-4.160000011E-2,1.256872294E-1
5.873634945E0,8.709999919E-2,-6.309999526E-2,-6.119999662E-2,1.237475610E-1
5.883611507E0,6.689999998E-2,-9.309999645E-2,-8.089999855E-2,1.403140374E-1
5.893613070E0,8.579999954E-2,-7.329999655E-2,-3.189999983E-2,1.172695161E-1
5.903613070E0,6.579999626E-2,-4.339999706E-2,-1.229999959E-2,7.977774904E-2
5.913613070E0,6.650000066E-2,-5.240000039E-2,-1.229999959E-2,8.555290830E-2
